PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS08
4-character ID, P214
Station name, CorralitosCN2007
Begin Date, 2007-09-19
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, P214.pbo.igs08.pos
Offset from source file, 84.80 mm North, -111.12 mm East, -7.41 mm Vertical
Reference position, 37.0010206703 North Latitude, -121.7965693295 East Longitude, 73.27046 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2011-03-15,67.55, -121.31, -18.45, 2.87, 2.49, 14.36, repro,
2011-03-16,69.63, -122.96, -23.66, 3.17, 2.6, 14.74, repro,
2011-03-17,69.09, -120.95, -19.81, 2.54, 2.15, 12.25, repro,
2011-03-18,68.90, -121.01, -25.93, 2.54, 2.18, 12.36, repro,
2011-03-19,69.57, -120.09, -35.86, 2.85, 2.43, 13.97, repro,
2011-03-20,68.70, -123.55, -12.61, 2.67, 2.23, 12.89, repro,
2011-03-21,67.95, -122.75, -12.49, 2.54, 2.16, 12.38, repro,
2011-03-22,68.46, -124.04, -17.67, 2.91, 2.42, 14.13, repro,
2011-03-23,67.70, -121.32, -16.60, 4.42, 3.97, 21.65, repro,
2011-03-24,67.47, -123.15, -24.57, 2.62, 2.26, 12.97, repro,
2011-03-25,68.72, -121.87, -20.90, 2.62, 2.22, 12.73, repro,
2011-03-26,69.83, -122.14, -20.04, 2.9, 2.45, 13.96, repro,
2011-03-27,67.94, -121.50, -17.19, 2.58, 2.18, 12.3, repro,
2011-03-28,68.91, -122.08, -23.70, 2.88, 2.43, 13.87, repro,
2011-03-29,71.35, -120.57, -35.86, 2.7, 2.28, 13.1, repro,
2011-03-30,68.44, -122.39, -27.59, 2.55, 2.17, 12.32, repro,
2011-03-31,70.53, -122.20, -27.15, 2.48, 2.12, 12.05, repro,
2011-04-01,70.43, -122.52, -16.87, 2.55, 2.17, 12.36, repro,
2011-04-02,69.60, -122.80, -13.77, 2.53, 2.18, 12.28, repro,
2011-04-03,71.27, -122.11, -31.32, 2.76, 2.39, 13.7, repro,
2011-04-04,71.55, -121.46, -35.13, 2.74, 2.37, 13.78, repro,
2011-04-05,71.24, -121.71, -27.14, 2.87, 2.52, 14.48, repro,
2011-04-06,71.32, -122.33, -26.23, 2.72, 2.37, 13.2, repro,
2011-04-07,68.31, -125.44, -6.70, 2.59, 2.22, 12.39, repro,
2011-04-08,69.45, -124.09, -15.65, 2.49, 2.16, 12.1, repro,
2011-04-09,69.13, -123.27, -18.00, 2.59, 2.25, 12.63, repro,
2011-04-10,71.55, -122.34, -29.34, 2.83, 2.44, 13.67, repro,
2011-04-11,70.32, -123.45, -26.26, 2.48, 2.17, 12.19, repro,
2011-04-12,70.04, -124.79, -10.35, 2.48, 2.15, 11.96, repro,
2011-04-13,68.71, -124.09, -21.32, 2.41, 2.1, 11.8, repro,
2011-04-14,69.74, -123.84, -21.18, 2.43, 2.12, 12.29, repro,
2011-04-15,70.37, -123.20, -27.56, 2.47, 2.13, 12.1, repro,
2011-04-16,70.97, -124.05, -24.16, 2.69, 2.34, 13.29, repro,
2011-04-17,68.42, -124.57, -15.75, 2.54, 2.21, 12.61, repro,
2011-04-18,69.68, -125.13, -10.26, 2.51, 2.16, 12.39, repro,
2011-04-19,70.46, -125.36, -16.41, 2.02, 1.8, 10.46, repro,
2011-04-20,70.40, -125.68, -20.44, 2.14, 1.91, 11.16, repro,
2011-04-21,70.08, -124.99, -18.28, 2.14, 1.92, 11.38, repro,
2011-04-22,70.08, -126.76, -21.57, 2.2, 1.93, 11.31, repro,
2011-04-23,71.46, -125.51, -19.31, 2.03, 1.81, 10.71, repro,
2011-04-24,71.39, -128.10, -13.93, 2.01, 1.76, 10.06, repro,
2011-04-25,72.67, -125.48, -23.02, 2.62, 2.29, 13.44, repro,
2011-04-26,71.03, -123.97, -25.18, 2.64, 2.3, 13.18, repro,
2011-04-27,70.36, -124.71, -21.70, 2.56, 2.23, 12.63, repro,
2011-04-28,68.36, -126.16, -20.38, 2.61, 2.36, 13.86, repro,
2011-04-29,70.22, -129.28, -7.50, 2.39, 2.05, 11.64, repro,
2011-04-30,71.61, -127.62, -16.49, 2.51, 2.24, 12.78, repro,
2011-05-01,69.82, -125.83, -15.84, 2.64, 2.31, 13.73, repro,
2011-05-02,69.71, -125.68, -11.84, 4.14, 3.8, 24.44, repro,
2011-05-03,67.07, -129.52, 7.27, 7.8, 7.71, 54.79, repro,
2011-05-04,71.22, -126.91, -12.13, 2.47, 2.16, 12.23, repro,
2011-05-05,71.05, -126.82, -7.60, 2.38, 2.11, 11.75, repro,
2011-05-06,70.95, -127.51, -10.43, 2.6, 2.27, 13, repro,
2011-05-07,71.11, -127.53, -17.59, 2.68, 2.34, 13.7, repro,
2011-05-08,71.81, -127.82, -15.86, 2.08, 1.85, 10.81, repro,
2011-05-09,70.85, -127.13, -9.34, 1.98, 1.83, 10.39, repro,
2011-05-10,70.80, -127.49, -2.21, 2.45, 2.18, 12.47, repro,
2011-05-11,70.51, -126.57, -6.12, 2.45, 2.16, 12.34, repro,
2011-05-12,71.09, -127.33, -9.27, 2.47, 2.24, 12.9, repro,
2011-05-16,70.89, -129.98, -7.70, 4.17, 3.68, 21.16, repro,
2011-05-17,72.48, -128.36, -3.25, 2.64, 2.39, 13.9, repro,
2011-05-18,70.97, -128.06, -10.79, 3.05, 2.9, 15.68, repro,
2011-05-19,279.04, -168.73, 302.56, 2088.58, 3356.05, 4341.62, repro,
2011-05-20,70.98, -128.59, -9.15, 10000, 10000, 10000, repro,
2011-05-21,-268.45, -50.84, 85.45, 3937.59, 7433.36, 1404.61, repro,
2011-05-22,73.10, -124.23, -28.14, 8.54, 9.28, 47.2, repro,
2011-05-23,71.17, -129.00, -9.41, 10000, 10000, 10000, repro,
2011-05-24,70.58, -129.40, 13.91, 7.82, 6.46, 47.44, repro,
2011-05-25,72.27, -134.14, 5.38, 4.87, 4.9, 27.71, repro,
2011-05-26,72.34, -128.17, -9.00, 5.22, 4.68, 24.3, repro,
2011-05-27,71.32, -129.45, -9.58, 10000, 10000, 10000, repro,
2011-05-28,71.21, -126.95, -19.53, 6.7, 4.92, 37.92, repro,
2011-05-29,56.10, -103.67, 450.09, 42.52, 106.86, 1576.51, repro,
2011-05-30,69.31, -147.16, 57.45, 783.16, 483.81, 1870.39, repro,
2011-05-31,81.94, -125.86, 46.29, 29.68, 24.53, 141.27, repro,
2011-06-01,71.51, -129.94, -9.58, 10000, 10000, 10000, repro,
2011-06-02,71.06, -130.65, -9.48, 10.38, 8.15, 69.45, repro,
2011-06-03,72.06, -140.39, -103.57, 13.23, 16.2, 555.7, repro,
2011-06-05,211.06, -195.91, -253.10, 1211.34, 1931.33, 4134.4, repro,
2011-06-06,71.84, -130.43, -9.58, 10000, 10000, 10000, repro,
2011-06-07,60.57, -107.63, 87.48, 40.38, 140.47, 606.53, repro,
2011-06-08,68.90, -122.28, 0.55, 10.49, 26.15, 650.91, repro,
2011-06-09,76.62, -140.19, 23.57, 10.93, 13.77, 556.7, repro,
2011-06-10,-53.83, -163.72, -9.81, 461.01, 116.46, 364.2, repro,
2011-06-11,72.74, -130.87, 114.19, 10.52, 10.23, 732.31, repro,
2011-06-13,72.17, -131.05, -9.40, 10000, 10000, 10000, repro,
2011-06-15,72.21, -131.30, -9.63, 10000, 10000, 10000, repro,
2011-06-20,72.47, -131.81, -9.68, 10000, 10000, 10000, repro,
2011-06-21,82.34, -133.54, -74.54, 13, 8.13, 78.47, repro,
2011-06-22,77.46, -133.38, -10.85, 2.39, 2.13, 11.95, repro,
2011-06-23,79.24, -134.73, -6.13, 2.45, 2.15, 12.2, repro,
2011-06-24,77.73, -135.25, -3.34, 2.48, 2.24, 12.58, repro,
2011-06-25,79.36, -136.93, -1.41, 2.35, 2.04, 11.68, repro,
2011-06-26,79.65, -136.59, -7.76, 2.39, 2.12, 12.04, repro,
2011-06-27,78.77, -136.32, -9.04, 2.56, 2.24, 12.68, repro,
2011-06-28,78.62, -139.62, 5.88, 2.4, 2.13, 12.01, repro,
2011-06-29,77.58, -138.36, -2.07, 2.53, 2.3, 12.8, repro,
2011-06-30,79.85, -137.81, -20.88, 2.49, 2.26, 12.66, repro,
2011-07-01,78.09, -138.02, -4.08, 2.4, 2.14, 12.05, repro,
2011-07-02,75.94, -137.60, -2.24, 2.43, 2.21, 12.1, repro,
2011-07-03,76.38, -140.33, -1.08, 2.41, 2.16, 12.11, repro,
2011-07-04,74.61, -137.13, -4.11, 2.46, 2.19, 12.38, repro,
2011-07-05,74.61, -138.16, -9.64, 2.49, 2.23, 12.46, repro,
2011-07-06,74.62, -138.31, -13.20, 2.66, 2.37, 13.35, repro,
2011-07-07,74.73, -137.28, -15.72, 2.56, 2.27, 12.68, repro,
2011-07-08,72.99, -138.18, -5.17, 2.42, 2.16, 12.06, repro,
2011-07-09,72.36, -136.48, 2.93, 2.47, 2.21, 12.3, repro,
2011-07-10,73.22, -138.11, -5.67, 2.44, 2.23, 12.28, repro,
2011-07-11,73.38, -137.32, 3.14, 2.39, 2.18, 11.95, repro,
2011-07-12,72.75, -137.91, -7.67, 2.39, 2.16, 11.9, repro,
2011-07-13,74.34, -136.72, -10.84, 2.54, 2.29, 12.57, repro,
2011-07-14,72.72, -136.67, -3.64, 2.44, 2.21, 12.09, repro,
2011-07-15,74.76, -137.36, -14.64, 2.39, 2.13, 11.77, repro,
2011-07-16,72.61, -138.44, -0.70, 2.39, 2.13, 11.91, repro,
2011-07-17,74.62, -137.91, -9.13, 2.45, 2.19, 12.02, repro,
2011-07-18,73.85, -138.67, -6.11, 2.5, 2.22, 12.46, repro,
2011-07-19,73.71, -138.86, 1.87, 2.52, 2.24, 12.52, repro,
2011-07-20,75.02, -138.13, -14.22, 2.55, 2.22, 12.49, repro,
2011-07-21,73.81, -137.62, -10.99, 2.39, 2.11, 11.94, repro,
2011-07-22,73.85, -137.15, -10.92, 2.52, 2.27, 12.59, repro,
2011-07-23,75.08, -138.36, -14.49, 2.56, 2.24, 12.54, repro,
2011-07-24,73.58, -138.20, -1.12, 2.55, 2.29, 12.61, repro,
2011-07-25,75.35, -137.31, -4.80, 2.5, 2.13, 12.27, repro,
2011-07-26,76.65, -138.95, -9.14, 2.46, 2.14, 12.31, repro,
2011-07-27,75.03, -137.54, -4.36, 2.41, 2.12, 12, repro,
2011-07-28,74.03, -138.00, -12.86, 2.44, 2.11, 11.91, repro,
2011-07-29,74.11, -140.05, -3.32, 2.02, 1.83, 10.24, repro,
2011-07-30,75.95, -140.28, -6.95, 2.05, 1.83, 10.34, repro,
2011-07-31,75.76, -138.49, -13.50, 2.04, 1.8, 10.15, repro,
2011-08-01,75.00, -138.96, -6.75, 1.97, 1.78, 9.87, repro,
2011-08-02,74.42, -137.52, -8.97, 2.45, 2.18, 11.98, repro,
2011-08-03,74.59, -139.04, -6.01, 2, 1.77, 9.9, repro,
2011-08-04,73.80, -140.59, -3.86, 2.49, 2.22, 12.5, repro,
2011-08-05,74.88, -138.90, -7.27, 2.38, 2.13, 11.83, repro,
2011-08-06,74.66, -138.83, -9.08, 2.43, 2.18, 12.05, repro,
2011-08-07,75.53, -140.36, -4.67, 2.43, 2.18, 12.01, repro,
2011-08-08,73.63, -139.76, -0.01, 2.42, 2.18, 11.94, repro,
2011-08-09,74.22, -140.63, -8.05, 2.52, 2.23, 12.4, repro,
2011-08-10,75.10, -140.29, -14.52, 2.45, 2.22, 12.21, repro,
2011-08-11,74.70, -139.29, -12.69, 2.57, 2.19, 12.9, repro,
2011-08-12,74.86, -140.03, -3.98, 2.05, 1.81, 10.54, repro,
2011-08-13,74.24, -140.86, -2.45, 2.05, 1.86, 10.42, repro,
2011-08-14,73.72, -140.38, -2.96, 2.49, 2.19, 12.44, repro,
2011-08-15,73.99, -140.92, -6.27, 2.48, 2.19, 12.39, repro,
2011-08-16,73.93, -140.85, -4.50, 2.43, 2.11, 11.92, repro,
2011-08-17,74.92, -140.63, -7.58, 1.97, 1.77, 10, repro,
2011-08-18,74.97, -140.64, -6.86, 2.07, 1.87, 10.51, repro,
2011-08-19,74.16, -140.57, -3.06, 1.99, 1.79, 10.09, repro,
2011-08-20,75.42, -141.14, -7.35, 1.89, 1.74, 9.78, repro,
2011-08-21,74.04, -140.34, -3.83, 2.36, 2.12, 11.92, repro,
2011-08-22,74.99, -141.16, -5.34, 1.93, 1.76, 9.81, repro,
2011-08-23,76.87, -141.13, -14.23, 2.15, 1.94, 10.93, repro,
2011-08-24,77.38, -141.52, -13.88, 2.6, 2.29, 12.89, repro,
2011-08-25,76.54, -141.29, -11.79, 2.38, 2.08, 11.73, repro,
2011-08-26,76.00, -140.88, -5.69, 2.49, 2.24, 12.51, repro,
2011-08-27,77.97, -140.13, -23.02, 2.78, 2.4, 13.76, repro,
2011-08-28,75.67, -141.80, -5.64, 2.58, 2.19, 12.54, repro,
2011-08-29,75.33, -140.93, -1.38, 2.51, 2.19, 12.25, repro,
2011-08-30,76.72, -141.39, -7.87, 2.63, 2.26, 12.87, repro,
2011-08-31,76.54, -141.17, -13.25, 2.55, 2.18, 12.47, repro,
2011-09-01,77.89, -140.90, -11.71, 2.68, 2.34, 13.11, repro,
2011-09-02,75.65, -140.80, -12.31, 2.64, 2.32, 12.9, repro,
2011-09-03,75.16, -140.60, -4.84, 2.36, 2.08, 11.62, repro,
2011-09-04,77.15, -140.80, -8.88, 2.5, 2.2, 12.19, repro,
2011-09-05,76.83, -141.38, -13.22, 2.57, 2.21, 12.49, repro,
2011-09-06,77.10, -142.12, -13.52, 2.44, 2.14, 12.13, repro,
2011-09-07,76.72, -140.95, -13.54, 2.45, 2.19, 12.11, repro,
2011-09-08,77.10, -141.23, -16.90, 2.46, 2.15, 12.01, repro,
2011-09-09,77.80, -141.23, -19.47, 2.54, 2.24, 12.61, repro,
2011-09-10,76.70, -141.28, -10.71, 2.5, 2.21, 12.31, repro,
2011-09-11,79.08, -140.45, -16.35, 2.52, 2.21, 12.44, repro,
2011-09-12,77.97, -140.59, -8.84, 2.5, 2.2, 12.41, repro,
2011-09-13,77.50, -141.10, -8.15, 2.47, 2.16, 12.11, repro,
2011-09-14,76.87, -142.10, -7.68, 2.57, 2.3, 12.74, repro,
2011-09-15,76.84, -142.86, -7.96, 2.43, 2.13, 11.88, repro,
2011-09-16,76.96, -142.58, -3.20, 2.42, 2.1, 11.95, repro,
2011-09-17,79.02, -142.13, -7.10, 2.53, 2.23, 12.59, repro,
2011-09-18,80.42, -142.54, -16.09, 2.55, 2.23, 12.56, repro,
2011-09-19,76.18, -141.51, -9.29, 2.52, 2.27, 12.54, repro,
2011-09-20,76.63, -142.57, -4.83, 2.54, 2.3, 12.43, repro,
2011-09-21,77.04, -143.69, -8.04, 2.41, 2.13, 12.02, repro,
2011-09-22,77.16, -143.03, -4.35, 2.55, 2.19, 12.55, repro,
2011-09-23,77.76, -142.65, -6.70, 2.49, 2.15, 12.26, repro,
2011-09-24,80.29, -141.72, -13.12, 2.67, 2.3, 13.07, repro,
2011-09-25,80.89, -143.76, -13.98, 2.72, 2.3, 13.11, repro,
2011-09-26,78.96, -141.93, -11.30, 2.5, 2.2, 12.27, repro,
2011-09-27,79.51, -143.10, -7.93, 2.47, 2.13, 12.1, repro,
2011-09-28,78.47, -143.20, -6.41, 2.57, 2.32, 12.56, repro,
2011-09-29,78.04, -141.82, -12.65, 2.53, 2.25, 12.4, repro,
2011-09-30,80.03, -142.72, -11.34, 2.53, 2.27, 12.47, repro,
2011-10-01,78.18, -144.27, -8.83, 2.52, 2.25, 12.38, repro,
2011-10-02,77.18, -145.28, -8.11, 2.49, 2.19, 12.08, repro,
2011-10-03,79.17, -142.67, -11.82, 2.59, 2.3, 12.63, repro,
2011-10-04,77.72, -143.69, -14.36, 2.59, 2.24, 12.63, repro,
2011-10-05,76.28, -145.85, -11.76, 2.71, 2.37, 13.16, repro,
2011-10-06,80.14, -146.21, -5.13, 2.67, 2.33, 13, repro,
2011-10-07,76.18, -146.37, -4.59, 2.5, 2.19, 12.12, repro,
2011-10-08,77.41, -144.30, -10.55, 2.49, 2.13, 12.02, repro,
2011-10-09,77.89, -144.45, -7.17, 2.48, 2.16, 12.14, repro,
2011-10-10,78.74, -145.38, -7.65, 2.63, 2.3, 12.81, repro,
2011-10-11,79.28, -144.94, -12.50, 2.69, 2.45, 13.36, repro,
2011-10-12,77.43, -145.06, -15.24, 2.46, 2.17, 12.12, repro,
2011-10-13,76.45, -144.74, -4.46, 2.49, 2.13, 12.14, repro,
2011-10-14,76.79, -144.73, -3.85, 2.42, 2.13, 12.06, repro,
2011-10-15,78.63, -144.70, -15.83, 2.62, 2.32, 13.03, repro,
2011-10-16,80.74, -144.69, -16.19, 2.7, 2.34, 13.39, repro,
2011-10-17,77.19, -145.32, -7.21, 2.57, 2.28, 12.87, repro,
2011-10-18,77.70, -145.06, -11.68, 2.44, 2.2, 12.13, repro,
2011-10-19,76.88, -145.63, -6.10, 2.41, 2.14, 11.98, repro,
2011-10-20,77.11, -145.24, -8.26, 2.46, 2.22, 12.32, repro,
2011-10-21,78.73, -144.93, -14.72, 2.54, 2.25, 12.6, repro,
2011-10-22,76.86, -145.89, -15.29, 2.5, 2.22, 12.29, repro,
2011-10-23,77.99, -146.31, -10.94, 2.43, 2.16, 11.96, repro,
2011-10-24,79.81, -146.04, -17.01, 2.49, 2.25, 12.31, repro,
2011-10-25,78.34, -144.74, -13.47, 2.41, 2.16, 11.83, repro,
2011-10-26,77.53, -147.03, -7.17, 2.42, 2.18, 11.92, repro,
2011-10-27,79.52, -145.77, -12.11, 2.45, 2.24, 11.92, repro,
2011-10-28,79.56, -145.78, -10.57, 2.46, 2.22, 12.08, repro,
2011-10-29,78.82, -146.26, -8.47, 2.36, 2.1, 11.41, repro,
2011-10-30,79.30, -146.39, -9.09, 2.42, 2.14, 11.78, repro,
2011-10-31,79.39, -145.92, -5.10, 2.35, 2.11, 11.44, repro,
2011-11-01,80.68, -148.00, -15.80, 2.47, 2.17, 11.91, repro,
2011-11-02,78.84, -147.80, -1.32, 2.4, 2.12, 11.57, repro,
2011-11-03,80.23, -146.25, -14.38, 2.49, 2.14, 11.97, repro,
2011-11-04,81.01, -146.90, -25.00, 2.53, 2.19, 12.26, repro,
2011-11-05,78.95, -147.44, -1.52, 2.44, 2.12, 11.66, repro,
2011-11-06,77.66, -145.67, -12.57, 2.66, 2.22, 12.89, repro,
2011-11-07,78.86, -147.99, -13.25, 2.51, 2.22, 12.24, repro,
2011-11-08,80.24, -146.88, -19.84, 2.54, 2.19, 12.35, repro,
2011-11-09,79.22, -147.24, -19.48, 2.53, 2.19, 12.28, repro,
2011-11-10,79.10, -146.81, -15.26, 2.62, 2.25, 12.58, repro,
2011-11-11,79.40, -147.28, 5.71, 2.7, 2.37, 13.2, repro,
2011-11-12,78.13, -149.12, -2.69, 2.57, 2.27, 12.66, repro,
2011-11-13,80.27, -148.21, -2.12, 2.59, 2.24, 12.81, repro,
2011-11-14,80.70, -147.42, -9.94, 2.59, 2.27, 12.91, repro,
2011-11-15,77.01, -148.81, -4.01, 2.56, 2.21, 12.33, repro,
2011-11-16,79.00, -147.93, -8.68, 2.5, 2.25, 12.28, repro,
2011-11-17,78.79, -148.03, -8.74, 2.54, 2.27, 12.61, repro,
2011-11-18,78.88, -150.03, -9.84, 2.5, 2.19, 12.08, repro,
2011-11-19,77.86, -149.07, -4.33, 2.44, 2.12, 11.99, repro,
2011-11-20,79.96, -148.07, -15.90, 2.58, 2.2, 12.6, repro,
2011-11-21,79.69, -149.58, -15.22, 2.54, 2.16, 12.23, repro,
2011-11-22,81.13, -147.66, -21.37, 2.63, 2.24, 12.71, repro,
2011-11-23,80.05, -148.34, -13.36, 2.54, 2.23, 12.27, repro,
2011-11-24,80.07, -148.18, -10.62, 2.54, 2.19, 12.52, repro,
2011-11-25,79.71, -150.14, -0.48, 2.46, 2.09, 11.92, repro,
2011-11-26,80.89, -147.96, -25.99, 2.55, 2.18, 12.45, repro,
2011-11-27,80.73, -147.75, -12.49, 2.46, 2.08, 11.8, repro,
2011-11-28,83.26, -148.80, -14.79, 2.47, 2.1, 11.87, repro,
2011-11-29,79.72, -149.22, -13.49, 2.39, 2.07, 11.43, repro,
2011-11-30,79.84, -148.75, -7.84, 2.51, 2.13, 12.26, repro,
2011-12-01,77.81, -149.20, -13.35, 2.5, 2.27, 12.17, repro,
2011-12-02,80.55, -149.77, -4.00, 2.5, 2.32, 12.21, repro,
2011-12-03,85.31, -146.54, -14.11, 2.45, 2.17, 11.74, repro,
2011-12-04,80.79, -150.08, -12.24, 2.37, 2.11, 11.36, repro,
2011-12-05,79.42, -150.73, -2.21, 2.31, 2.07, 11.31, repro,
2011-12-06,80.23, -148.83, -10.91, 2.41, 2.17, 11.8, repro,
2011-12-07,79.93, -149.45, -9.51, 2.37, 2.17, 11.57, repro,
2011-12-08,81.24, -148.94, -11.81, 2.34, 2.1, 11.5, repro,
2011-12-09,81.18, -149.58, -7.95, 2.33, 2.11, 11.42, repro,
2011-12-10,80.53, -149.58, -9.57, 2.32, 2.09, 11.51, repro,
2011-12-11,80.11, -150.35, -5.79, 2.31, 2.04, 11.39, repro,
2011-12-12,79.17, -150.79, -5.11, 2.36, 2.1, 11.56, repro,
2011-12-13,80.20, -151.89, -6.89, 2.39, 2.11, 11.77, repro,
2011-12-14,80.87, -149.56, -12.52, 2.38, 2.16, 11.81, repro,
2011-12-15,81.33, -149.02, -19.48, 2.57, 2.26, 12.66, repro,
2011-12-16,81.11, -149.97, -7.25, 2.44, 2.17, 12.01, repro,
2011-12-17,79.78, -150.25, -10.21, 2.36, 2.07, 11.6, repro,
2011-12-18,80.27, -151.08, -8.48, 2.43, 2.13, 11.98, repro,
2011-12-19,82.02, -149.10, -16.25, 2.58, 2.23, 12.74, repro,
2011-12-20,82.11, -149.91, -16.30, 2.44, 2.16, 11.98, repro,
2011-12-21,81.93, -150.43, -9.07, 2.28, 2.03, 11.19, repro,
2011-12-22,77.22, -152.14, -5.71, 2.31, 2.03, 11.37, repro,
2011-12-23,81.55, -150.83, -17.20, 2.46, 2.2, 12.16, repro,
2011-12-24,81.53, -150.92, -12.72, 2.45, 2.16, 11.99, repro,
2011-12-25,82.65, -150.86, -10.75, 2.42, 2.11, 11.8, repro,
2011-12-26,82.23, -151.18, -7.91, 2.46, 2.16, 11.91, repro,
2011-12-27,81.98, -151.62, -7.94, 2.44, 2.15, 11.9, repro,
2011-12-28,83.42, -149.98, -16.32, 2.46, 2.12, 11.66, repro,
2011-12-29,82.20, -151.46, -7.72, 2.51, 2.22, 12.15, repro,
2011-12-30,82.19, -152.07, -0.64, 2.54, 2.28, 12.4, repro,
2011-12-31,82.19, -150.49, -6.10, 2.43, 2.16, 11.83, repro,
2012-01-01,82.46, -151.37, -9.23, 2.42, 2.13, 11.71, repro,
2012-01-02,83.66, -150.58, -20.64, 2.54, 2.21, 12.18, repro,
2012-01-03,82.49, -150.77, -15.19, 2.47, 2.15, 12.03, repro,
2012-01-04,82.40, -152.94, -8.98, 2.43, 2.14, 11.69, repro,
2012-01-05,82.03, -151.77, -6.21, 2.48, 2.18, 11.94, repro,
2012-01-06,83.20, -151.15, -11.82, 2.42, 2.14, 11.76, repro,
2012-01-07,82.99, -151.44, -6.11, 2.47, 2.14, 11.59, repro,
2012-01-08,81.51, -153.45, -5.75, 2.44, 2.15, 11.65, repro,
2012-01-09,83.45, -152.61, -10.30, 2.43, 2.09, 11.55, repro,
2012-01-10,83.72, -151.92, -9.79, 2.34, 2.06, 11.28, repro,
2012-01-11,83.33, -153.21, -5.53, 2.35, 2.07, 11.26, repro,
2012-01-12,82.35, -152.46, -8.07, 2.4, 2.1, 11.57, repro,
2012-01-13,82.83, -152.95, -6.53, 2.44, 2.16, 11.87, repro,
2012-01-14,83.26, -152.75, -11.89, 2.45, 2.17, 11.87, repro,
2012-01-15,84.12, -154.10, -7.73, 2.44, 2.15, 11.86, repro,
2012-01-16,84.72, -152.84, -12.96, 2.47, 2.12, 11.8, repro,
2012-01-17,83.11, -153.33, -1.66, 3.74, 3.41, 17.91, repro,
2012-01-18,83.36, -154.46, -3.63, 2.39, 2.1, 11.58, repro,
2012-01-19,82.33, -154.58, 3.36, 3.87, 3.61, 18.38, repro,
2012-01-20,82.55, -154.74, 0.51, 2.38, 2.07, 11.47, repro,
2012-01-21,84.09, -154.31, 3.63, 2.61, 2.28, 12.81, repro,
2012-01-22,82.18, -154.54, -4.51, 2.47, 2.17, 12.11, repro,
2012-01-23,83.02, -155.03, -11.36, 2.6, 2.27, 12.64, repro,
2012-01-24,84.18, -154.81, -14.49, 2.44, 2.1, 11.77, repro,
2012-01-25,84.92, -153.81, -20.48, 2.55, 2.19, 12.23, repro,
2012-01-26,84.59, -155.96, -8.02, 2.44, 2.1, 11.71, repro,
2012-01-27,83.09, -156.17, -9.60, 2.52, 2.21, 12.2, repro,
2012-01-28,84.93, -153.39, -12.58, 2.45, 2.11, 11.75, repro,
2012-01-29,83.65, -155.10, -10.23, 2.47, 2.13, 11.84, repro,
2012-01-30,83.48, -153.15, -9.42, 2.51, 2.16, 11.99, repro,
2012-01-31,85.09, -154.50, -9.99, 2.56, 2.2, 12.4, repro,
2012-02-01,85.56, -154.98, -11.40, 2.52, 2.17, 12.24, repro,
2012-02-02,88.00, -153.92, -14.36, 2.5, 2.17, 12.15, repro,
2012-02-03,83.59, -154.17, -11.55, 2.4, 2.05, 11.51, repro,
2012-02-04,84.46, -154.37, -19.71, 2.5, 2.15, 12.12, repro,
2012-02-05,84.53, -154.54, -10.18, 2.53, 2.16, 12.11, repro,
2012-02-06,84.28, -155.76, -12.14, 2.44, 2.09, 11.76, repro,
2012-02-07,85.00, -156.43, -9.61, 2.56, 2.13, 12.34, repro,
2012-02-08,84.65, -155.99, -8.73, 2.48, 2.12, 11.8, repro,
2012-02-09,84.98, -156.40, -19.73, 2.47, 2.13, 12.04, repro,
2012-02-10,85.37, -155.48, -8.89, 2.58, 2.18, 12.45, repro,
2012-02-11,84.56, -156.67, -13.75, 2.48, 2.11, 11.96, repro,
2012-02-12,84.50, -157.43, -8.19, 2.52, 2.16, 12.23, repro,
2012-02-13,86.12, -157.26, -13.19, 2.64, 2.28, 12.82, repro,
2012-02-14,84.84, -157.37, -0.23, 2.5, 2.12, 12.01, repro,
2012-02-15,84.42, -155.61, -9.05, 2.65, 2.26, 12.77, repro,
2012-02-16,86.06, -155.78, -11.58, 2.58, 2.23, 12.57, repro,
2012-02-17,85.29, -158.39, -9.80, 2.47, 2.08, 11.8, repro,
2012-02-18,85.16, -157.26, -20.40, 2.52, 2.15, 12.14, repro,
2012-02-19,85.25, -156.96, -15.73, 2.58, 2.2, 12.4, repro,
2012-02-20,85.78, -158.03, -9.33, 4.03, 3.49, 19.45, repro,
2012-02-21,84.51, -156.89, -12.19, 2.56, 2.17, 12.39, repro,
2012-02-22,82.42, -158.87, -7.77, 2.6, 2.21, 12.52, repro,
2012-02-23,84.68, -158.44, -7.76, 2.62, 2.23, 12.68, repro,
2012-02-24,85.29, -158.55, -3.11, 2.47, 2.12, 11.77, repro,
2012-02-25,85.42, -157.76, -3.46, 2.57, 2.19, 12.36, repro,
2012-02-26,84.85, -157.80, -14.66, 2.47, 2.08, 11.77, repro,
2012-02-27,85.05, -158.98, -14.80, 2.51, 2.13, 12.03, repro,
2012-02-28,87.02, -159.44, -8.57, 2.6, 2.12, 12.25, repro,
2012-02-29,87.14, -158.72, -7.23, 2.55, 2.15, 12.24, repro,
2012-03-01,86.77, -159.02, -1.11, 2.55, 2.16, 12.19, repro,
